x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,mass,l0,l1,l2,l3,l4,l5,l6,l7,l8
0,0,0,0,0,0,1,450,-4.35,-5.47500000000001,-4.275,-4.42500000000001,-4.57500000000001,-6.75000000000001,-3.075,-4.72500000000001,-7.50000000000001
-0.000773510833581299,-0.0163201481259118,0.00329947868982905,0.015426845991977,0.0213577019390438,-0.00192686296224647,0.99965101319898,450,-8.86632970325505,-10.6572018332192,-6.86175353035401,-4.36416761431685,-4.53154829594061,-6.72392897756437,-9.63218087031273,-4.81123921658478,-7.5387703647188
0.0030958601584037,-0.020418786086763,0.00818780859311402,0.0246284825122749,0.0384179113247005,-0.0035262693615966,0.99895198451326,450,-14.5076594065101,-14.7519036664385,-10.686007060708,-6.4408352286337,-9.47559659188121,-9.92285795512872,-16.7518617406255,-7.78497843316956,-10.4275407294376
0.0062491934746504,-0.0337349898647517,0.012655778725942,0.0359359558504405,0.0629584950669678,-0.00463473014010121,0.997358187539735,450,-19.0239891097652,-19.9341054996577,-13.272760591062,-6.38000284295055,-9.43214488782182,-9.89678693269309,-23.3090426109382,-7.87121764975433,-10.4663110941564
0.0147838302887976,-0.0415400571655482,0.017573841412862,0.0414730613886218,0.0955630695413498,-0.0039023792000832,0.99455138447215,450,-22.3778188130202,-24.8725573328769,-16.853264121416,-7.0879204572674,-11.4324431837624,-12.7582159102574,-30.8974734812509,-10.2262068663391,-11.7050814588751
0.0184918833624882,-0.0556791307559858,0.023296207189559,0.0538823565623536,0.122246291780081,-0.0010684650725266,0.991035516104088,450,-26.8941485162753,-30.0547591660961,-19.4400176517701,-7.02708807158425,-11.388991479703,-12.7321448878218,-37.4546543515636,-10.3124460829239,-11.7438518235939
0.0232303911509613,-0.0637311021021257,0.028704126675923,0.0677024053193295,0.143603557339311,0.00029394568908891,0.987316725387251,450,-31.5792282195303,-34.6650859993154,-23.1236461821241,-7.20063068590109,-13.0424147756436,-15.9498238653861,-43.2524602218764,-17.3080602995086,-12.9826221883127
0.0269564953943093,-0.077567400985087,0.035611410935719,0.0764126722690782,0.169988782905363,0.00347763265273748,0.982472810450337,450,-36.0955579227853,-39.8472878325346,-25.7103997124781,-7.13979830021794,-12.9989630715842,-15.9237528429504,-49.8096410921891,-17.3942995160933,-13.0213925530315
0.0332913683727383,-0.0871762374571214,0.0427339553833,0.086717728054483,0.198039587807835,0.00711067250626831,0.976324636398406,450,-40.6212626260404,-45.2685521657538,-29.7455907428321,-6.97115341453479,-15.7539488675247,-18.8695568205148,-56.4371344625018,-22.210226232678,-16.2101629177502
0.0164798700328295,-0.0799031401208291,0.041813766956329,0.101966382440339,0.163645459856834,0.0027146228033862,0.981231701048897,450,-45.2398735896999,-43.063593226116,-28.7118811898596,-10.5964377685497,-19.9916553935426,-21.0571800003701,-51.3402332931101,-22.7249498647143,-16.5362946506148
0.0056232724959651,-0.0759660303127021,0.040065240859985,0.118621367099864,0.130393796190904,3.39872763961987e-05,0.984340605698632,450,-48.6631720533594,-43.0781655364783,-27.9523903868871,-11.9928158725647,-21.3535806695605,-21.7307406802254,-48.6034883737184,-20.3545172467506,-16.7874263834793
-0.0107744544744492,-0.071141639801984,0.040685717264811,0.133496215417351,0.101696427677956,-0.000645658740027602,0.98581751870799,450,-53.2817830170189,-40.8732065968405,-26.9186808339146,-15.6181002265796,-25.5912871955783,-23.9183638600807,-43.5065872043267,-20.8692408787869,-17.1135581163438
-0.0234895584483942,-0.0635970279108733,0.04056340654691,0.155028379916108,0.0530402616222209,-0.00265283966347608,0.98648157332479,450,-58.2027377306784,-39.5530132822027,-26.1720806559421,-18.1289314555946,-27.1161030965962,-24.5989557899361,-39.889764159935,-19.6413863858232,-17.1771898492084
-0.0369589601953825,-0.0582334259680162,0.0430788377920781,0.16508075625668,0.0252302167731975,-0.000629818372169592,0.985957090042015,450,-62.8213486943379,-37.3480543425649,-25.1383711029696,-21.7542158096095,-31.3538096226141,-26.7865789697914,-34.7928629905433,-20.1561100178595,-17.5033215820729
-0.0540671115120252,-0.0546234733890742,0.046526177724202,0.190654794553485,-0.0269718577972486,0.00241491183533278,0.981283565745173,450,-67.8161315329974,-37.6854782154271,-24.0982162374971,-24.8972736011244,-34.385070836132,-27.3956865246467,-30.2110008836516,-18.9745445873959,-18.1482033149375
-0.0700875123341878,-0.0430527122846494,0.048393076658248,0.172684583887526,-0.0509303285319092,0.00699185429402608,0.983634713751378,450,-65.8089167801627,-42.0377813382434,-26.215377740128,-30.8353201822286,-40.0077756975128,-30.1480488965598,-27.0156426020132,-18.3846439996232,-17.7942629622739
-0.0865320985515913,-0.034406921469296,0.049456936120986,0.150932893800902,-0.0944237953170436,0.00880598229134843,0.983984686426926,450,-66.014787964828,-43.9862758673097,-28.4043165865088,-36.3072534820827,-45.3272579026436,-27.611153455973,-23.4778038516248,-16.3465988806006,-19.2496976096103
-0.103454123437404,-0.0200828473549336,0.053822976350784,0.129330316155891,-0.123919180114033,0.0118297594737765,0.983756963336817,450,-64.0075732119933,-48.338578990126,-30.5214780891397,-42.2453000631868,-50.9499627640244,-30.3635158278862,-20.2824455699864,-15.756698292828,-18.8957572569467
-0.122377580900987,-0.00526684331707656,0.056532873709996,0.09909289303996,-0.160605310047152,0.013744547204306,0.981935649803885,450,-62.8819014279087,-50.8889778160673,-32.8995282636456,-48.025290003666,-55.5960562972802,-35.4212492935493,-17.740847053973,-11.5927254394305,-18.6215044042832
-0.139522266884645,0.00572484717704356,0.063055137793223,0.0758632886168843,-0.187954795908734,0.0140153739622969,0.979143158801528,450,-60.874686675074,-55.2412809388836,-35.0166897662765,-53.9633365847701,-61.2187611586611,-38.1736116654625,-14.5454887723346,-11.0028248516578,-18.2675640516196
-0.154249086479346,0.021217117505148,0.067467415332794,0.032849959205054,-0.208631597190287,0.00768719929247058,0.977412217951614,450,-58.4082434066143,-58.0926319132625,-37.4142956048449,-59.7473548455618,-64.5531603559794,-40.5036595842506,-14.0770103735087,-9.82588813107276,-10.8284674489561
-0.165861107409,0.0341416515875608,0.074550549189249,0.0101513236841846,-0.231659363823139,0.005735920191221,0.972727088653378,450,-56.4010286537796,-62.4449350360787,-39.5314571074758,-65.6854014266659,-70.1758652173602,-43.2560219561638,-10.8816520918703,-9.23598754330015,-10.4745270962925
-0.159001028041045,0.0509870628981541,0.078208951155344,-0.0300178826077093,-0.248339961440725,0.00289152977147401,0.968203402870982,450,-55.510265095835,-58.4528426533052,-39.0827884432896,-74.2782475440188,-72.386330836837,-43.9915912774778,-17.1466894041296,-6.96164269811837,-18.1484529040272
-0.154458186527093,0.0703483577041576,0.0838282008965811,-0.0641016570878597,-0.264162344014554,0.00346445933581486,0.962339457304353,450,-53.724115795703,-55.2862263447504,-37.7438976111346,-82.7981078215279,-73.790949288345,-44.9383178253542,-21.1482867749826,-9.40581591934281,-19.6149568367618
-0.145802455643813,0.0943390454320858,0.090144465366999,-0.114334590825366,-0.285515794989058,0.00603630453384616,0.951510323212595,450,-51.7106593666646,-54.3318719990862,-36.925117862964,-92.2544610189589,-75.1484913238375,-47.4294657599494,-22.7566041165388,-18.3407301073641,-21.4851717069965
-0.138019042710463,0.1077653204867,0.096438346306482,-0.148353508894552,-0.289384365410884,0.00873833212523548,0.945606454613167,450,-49.9245100665326,-51.1652556905314,-35.5862270308091,-100.774321296468,-76.5531097753455,-48.3761923078259,-26.7582014873919,-20.7849033285886,-22.9516756397311
-0.12679417381684,0.129902936068053,0.103938957055409,-0.19468916656368,-0.306160234701715,0.0158758679234732,0.931724205936396,450,-47.8747072019474,-50.679770363422,-34.2073917406463,-109.312428033938,-78.2341900188458,-49.4201295490617,-28.9631588435966,-25.3494470332114,-25.9700350412158
-0.120977982381979,0.143261520114417,0.112952168782552,-0.228816650060082,-0.318339753134483,0.0206237330603769,0.9197159365066,450,-46.0885579018153,-47.5131540548672,-32.8685009084913,-117.832288311447,-79.6388084703538,-50.3668560969382,-32.9647562144497,-27.7936202544359,-27.4365389739504
-0.117401699721813,0.150432177431261,0.116022757689158,-0.236501534102301,-0.324483538756656,0.0286433768754227,0.915399920474318,450,-47.0983970403481,-45.7778447265826,-32.7556067023439,-119.552176009543,-81.1759893768374,-51.0224518812217,-32.789289282339,-29.7717502937881,-28.766454539512
-0.115134820838769,0.157931409326072,0.118127290407816,-0.231808853489013,-0.329740309033852,0.0397853627155155,0.914304713405746,450,-48.4650629611074,-38.2769699075754,-28.7626847252003,-120.137940477658,-83.6249393873249,-52.0044423188255,-32.8371423575525,-32.8646950914411,-30.0704423706986
-0.118850246568521,0.153588789748028,0.120108799139658,-0.230908259585371,-0.336812072432864,0.0377557393935556,0.912038106474494,450,-50.0283154907535,-44.6088778339293,-33.9097766335547,-122.115766560764,-85.2430048458104,-52.7482354297691,-32.8483354291039,-34.8002325099438,-30.6373940690727
-0.116790573298931,0.161127733237421,0.122670755783716,-0.226238696813263,-0.339654461416409,0.0487258852574994,0.911634075169439,450,-51.3949814115129,-37.1080030149221,-29.9168546564112,-122.701531028879,-87.6919548562979,-53.7302258673729,-32.8961885043175,-37.8931773075968,-31.9413819002593
-0.124751844505469,0.160918063965316,0.126872626940409,-0.22735080039345,-0.350985600132515,0.0482633595383723,0.907078480720464,450,-52.7849406367156,-44.3235195685959,-34.9939396220166,-124.80832630449,-89.7254625907844,-54.8931176416467,-32.4007115777,-42.9574184156747,-24.5518516650397
-0.112496803700924,0.14762972399282,0.115850210189819,-0.208698334698365,-0.308238381051306,0.0395768414576267,0.927290558110691,450,-55.0478559149042,-45.1860714684481,-35.511470761928,-118.092649123995,-89.856687949278,-55.0449855108787,-39.087172001585,-40.6692420329574,-23.4940186636663
-0.104613621036211,0.137912531740343,0.106289782126744,-0.187181052076213,-0.264540222767154,0.0314817592949639,0.945510773663442,450,-56.5724178453146,-44.9318190546409,-35.3140053732138,-113.337487347247,-88.6551921697712,-54.8373040484457,-43.7019674245546,-37.1917138054526,-30.5394266290897
-0.0925679604212443,0.128992042985434,0.10072085460027,-0.181274049594348,-0.225246207377646,0.0268709801412071,0.956912647754174,450,-58.8353331235032,-45.7943709544931,-35.8315365131252,-106.621810166752,-88.7864175282648,-54.9891719176778,-50.3884278484397,-34.9035374227353,-29.4815936277163
-0.0767929752667745,0.118407805310562,0.090409968296686,-0.145467545962394,-0.170492442086102,0.0205987126113351,0.97434450442436,450,-60.2040717278027,-44.6735206975155,-34.7915693887237,-100.736390688131,-90.1262823177582,-55.1112651210773,-55.8140557718671,-38.0956851176242,-30.8253811097413
-0.0657077138622602,0.106949462043121,0.085538325707117,-0.12528960558016,-0.126813870236743,0.0149758777310775,0.983868121312674,450,-62.4669870059914,-45.5360725973677,-35.309100528635,-94.0207135076355,-90.2575076762518,-55.2631329903093,-62.5005161957521,-35.807508734907,-29.7675481083679
-0.0490015670657158,0.0975570674209545,0.079609219233195,-0.0960347466379141,-0.0647752794302206,0.00818116944957185,0.993234392819422,450,-63.6828139472354,-43.6069234188049,-35.27288253639,-85.0201651780772,-89.3430527502453,-55.5501135266251,-68.0315603694084,-40.3844943909928,-30.5855253486937
-0.0403502163787683,0.083931826101616,0.077224624156951,-0.0700906427838355,-0.024169567214655,0.00259655335172797,0.99724439919485,450,-65.9457292254241,-44.4694753186572,-35.7904136763013,-78.3044879975821,-89.474278108739,-55.7019813958571,-74.7180207932934,-38.0963180082755,-29.5276923473203
-0.0358436261614164,0.0980042870311687,0.080192339420318,-0.0977693194832537,-0.0304448660403749,0.00132763997994274,0.994742432829549,450,-62.2713429976314,-43.4009258331395,-34.5889831517798,-82.5508128999921,-96.3390703843863,-51.9626474530594,-74.54288003941,-39.3934487355666,-35.0596658368263
-0.0411378391087055,0.116367401725923,0.0865920722484581,-0.136786572829412,-0.0581517355286934,0.0031225915486616,0.988887283046256,450,-57.6955009383109,-45.3032268868294,-35.3894271933365,-89.9645733769336,-98.7767028022836,-53.0307571767198,-74.045447410641,-37.3329984434562,-33.8787342054828
-0.0395652117828528,0.134938863959784,0.09274686773618,-0.18263003492928,-0.0599736402779934,-0.0040947911006439,0.981342277444204,450,-53.8703867947543,-43.3951026709155,-34.3639339518541,-94.9696160666093,-102.602915149056,-51.4701450671512,-74.4591607193148,-41.6763386610466,-18.9542551345643
-0.0448779081304868,0.150070353395616,0.100602954626083,-0.217663034597391,-0.0786474834142794,-0.0048566675036319,0.972838007842629,450,-49.2945447354339,-45.2974037246054,-35.1643779934108,-102.383376543551,-105.040547566953,-52.5382547908116,-73.9617280905457,-39.6158883689361,-17.7733235032208
-0.0468140537540118,0.168573566324388,0.110886214176813,-0.266064920260815,-0.105171178523811,-0.00418206161813557,0.958191521448161,450,-45.1690666339954,-42.2194921434935,-35.426853393448,-110.017778126859,-108.322469949288,-52.6670035978574,-73.9198684304981,-40.4573333316763,-35.7456181520896
-0.05455172508955,0.186330072131629,0.122154776255289,-0.306867448297726,-0.1275386242711,-0.00740764999577828,0.943139117636321,450,-40.5932245746749,-44.1217931971834,-36.2272974350047,-117.431538603801,-110.760102367185,-53.7351133215178,-73.4224358017291,-38.3968830395658,-34.5646865207461
-0.0577878907322884,0.21152614459085,0.136914078394571,-0.362485685568685,-0.146040087545741,-0.0105051561113139,0.920416244034464,450,-36.5425644942955,-40.9839879334724,-35.7087571558016,-124.880619633926,-112.194879767302,-58.533542586871,-73.0777896573208,-42.1373803748809,-18.6603680295089
-0.0635683923959732,0.22304610813347,0.148977702856063,-0.397324763673614,-0.166071497712775,-0.0135425571343684,0.902424450558275,450,-31.966722434975,-42.8862889871624,-36.5092011973583,-132.294380110868,-114.632512185199,-59.6016523105314,-72.5803570285518,-40.0769300827705,-17.4794363981654
-0.0602015227079392,0.245977638211722,0.16707899570465,-0.454571522566049,-0.18024593371135,-0.00987757215808101,0.872226213674393,450,-27.4284713651251,-40.9185368821519,-36.1251530785351,-139.650800864401,-115.743717094206,-65.7599218050381,-73.2843176419631,-42.341953604373,-33.761811336875
-0.0676579063137373,0.258565098093823,0.182028909524281,-0.486544976867354,-0.198004051342387,-0.0186028677458781,0.850718704654351,450,-22.8526293058046,-42.8208379358418,-36.9255971200918,-147.064561341342,-118.181349512103,-66.8280315286985,-72.7868850131941,-40.2815033122626,-32.5808797055316
-0.057410362859567,0.266973487582679,0.192847355206807,-0.517081681702436,-0.193736248463964,-0.0127465466756407,0.833624811307062,450,-22.3617286833572,-38.4487600738293,-37.457993451619,-151.920546044547,-119.868517710414,-70.078970443548,-74.7671178459464,-45.551537035898,-34.784349451996
-0.0535680706302325,0.278275404420371,0.202962543567021,-0.533029278124166,-0.1992593253834,-0.00144259438201896,0.822297652210945,450,-21.1770325661746,-34.436708791167,-35.7326358633362,-156.955200609456,-121.91889966317,-71.3848294729744,-76.6716540576086,-50.533833852677,-37.5561659134338
-0.0560158376892408,0.28408903881597,0.215147034327189,-0.563282060437947,-0.196312093017805,-0.0176442162851038,0.802411094237507,450,-20.1142341963596,-36.7696442188295,-37.8361552349583,-162.275520243512,-123.712674738703,-74.5632284451124,-78.3140385798158,-49.809999122884,-23.3188090173849
-0.0512943749626478,0.292135709570721,0.225026671091715,-0.580412319051128,-0.198362733979496,-0.00981075289095566,0.789732559028425,450,-18.9295380791769,-32.7575929361672,-36.1107976466755,-167.310174808421,-125.76305669146,-75.8690874745388,-80.218574791478,-54.7922959396629,-26.0906254788226
-0.042689881225427,0.292253367152686,0.234450908501942,-0.606613121939411,-0.196442688522705,-0.000986735343773639,0.770343960040094,450,-17.8057908356781,-20.3680350086674,-38.5498785383452,-172.412661907904,-128.285135205604,-78.0362164753209,-82.8920351584127,-53.3215269831556,-39.9328552615169
